Attack,Unnamed: 0,agc,cn0,constellation,local_time,local_time full number seq,svid
TRUE,95836,-5.06,18.7,GPS,1.53846E+12,1538457989249,27
TRUE,62458,0,32.4,Glonass,1.53846E+12,1538457267791,9
TRUE,40089,1.07,29.5,GPS,1.53871E+12,1538710679688,14
TRUE,41086,-0.64,20.7,Glonass,1.53871E+12,1538710798651,6
TRUE,246689,13.11,33.6,GPS,1.53872E+12,1538722267099,27
TRUE,2331,-27.81,39.6,GPS,1.53863E+12,1538629792220,22
TRUE,178528,-0.35,19.9,Glonass,1.53872E+12,1538716264056,20
TRUE,437850,-0.55,10.5,GPS,1.53874E+12,1538742166215,12
TRUE,30110,-0.79,24.8,GPS,1.53863E+12,1538632001950,28
TRUE,163154,1.12,18.4,Glonass,1.53872E+12,1538716260119,7
TRUE,108708,10.58,25.3,Glonass,1.53846E+12,1538461897144,19
TRUE,15274,-1.99,10.2,Glonass,1.53863E+12,1538631045936,1
TRUE,102135,0.52,29.7,GPS,1.53871E+12,1538711628048,6
TRUE,244877,3.44,15.1,Glonass,1.53872E+12,1538720925058,2
TRUE,19441,0,28.3,Glonass,1.53846E+12,1538456104978,16
TRUE,92067,1.87,13.2,Glonass,1.53842E+12,1538424644681,1
TRUE,14924,15.13,32.9,GPS,1.53863E+12,1538625305925,27
TRUE,44050,-0.46,19.9,Glonass,1.53846E+12,1538457829532,17
TRUE,113880,0.08,41.7,GPS,1.53846E+12,1538462261166,28
TRUE,102064,-0.54,20.8,Glonass,1.53865E+12,1538645065681,2
TRUE,281037,2.44,22.8,Glonass,1.53872E+12,1538724537082,21
TRUE,392337,-1.01,10.2,Glonass,1.53873E+12,1538732313198,12
TRUE,89635,6.07,41.5,GPS,1.53873E+12,1538729923038,11
TRUE,36459,1.77,22.7,Glonass,1.53842E+12,1538420272586,23
TRUE,500998,-0.36,12.7,GPS,1.53875E+12,1538751562255,25
TRUE,82166,1.43,16.6,GPS,1.53842E+12,1538423918614,27
TRUE,196748,7.87,24.9,GPS,1.53872E+12,1538718259125,27
TRUE,49151,-0.88,20.4,GPS,1.53846E+12,1538458377443,27
TRUE,70552,6.07,27.2,GPS,1.53873E+12,1538728683051,11
TRUE,3215,-9.98,33.5,GPS,1.53845E+12,1538449923912,18
TRUE,23488,0.4,30.9,GPS,1.53863E+12,1538631625926,32
TRUE,499929,-0.58,13.2,GPS,1.53875E+12,1538751396295,24
TRUE,9844,-6.3,21.4,Glonass,1.53856E+12,1538556362930,9
TRUE,81622,0.52,36.2,GPS,1.53871E+12,1538710533095,26
TRUE,25979,-0.7,27.1,GPS,1.53845E+12,1538451538607,23
TRUE,29218,1.44,13.4,Glonass,1.53871E+12,1538709406064,8
TRUE,30716,0.39,39.1,GPS,1.53872E+12,1538722558111,7
TRUE,18355,3.25,22.2,GPS,1.53872E+12,1538717997901,2
TRUE,365856,-0.79,10.1,Glonass,1.53873E+12,1538729683071,3
TRUE,113608,-0.73,30.5,Glonass,1.53873E+12,1538730697109,4
TRUE,27373,2.79,16.3,Glonass,1.53872E+12,1538721525063,22
TRUE,164029,-8.47,23.1,Glonass,1.53872E+12,1538715429060,1
TRUE,108,-0.62,18.4,Glonass,1.53845E+12,1538452723776,5
TRUE,26375,0.48,29.2,Glonass,1.53872E+12,1538722168056,21
TRUE,108564,-8.64,42.6,GPS,1.53865E+12,1538646420106,1
TRUE,190795,0.24,23.4,GPS,1.53844E+12,1538435875598,20
TRUE,65851,9.04,30.4,Glonass,1.53846E+12,1538456068405,24
TRUE,122122,0.31,14.8,GPS,1.53846E+12,1538462931199,23
TRUE,62829,0,25.8,Glonass,1.53846E+12,1538457289799,7
TRUE,297980,13.18,28.7,Glonass,1.53873E+12,1538725722130,2
TRUE,511750,1.41,22.4,GPS,1.53874E+12,1538742383144,3
TRUE,860,1.2,28.8,Glonass,1.53842E+12,1538417345610,22
TRUE,74616,0.7,18.6,GPS,1.53871E+12,1538714375127,23
TRUE,469518,1.15,28.3,GPS,1.53874E+12,1538737521673,30
TRUE,563617,-1.02,20.5,Glonass,1.53875E+12,1538750501163,1
TRUE,326868,1.94,10.4,Glonass,1.53844E+12,1538444948778,20
TRUE,23052,1.61,30,GPS,1.53864E+12,1538639151676,8
TRUE,50031,-1.88,32.4,GPS,1.53864E+12,1538641976165,11
TRUE,6402,-0.6,33.7,Glonass,1.53862E+12,1538624663935,16
TRUE,217621,13.41,24.3,Glonass,1.53872E+12,1538719902645,11
TRUE,27725,1,19.3,Glonass,1.53871E+12,1538709308056,10
TRUE,398710,0,30.2,Glonass,1.53874E+12,1538737284036,24
TRUE,57543,1.98,39.7,GPS,1.53873E+12,1538727746056,11
TRUE,2674,4.8,19.2,GPS,1.53871E+12,1538707374969,9
TRUE,7390,11.43,33.6,GPS,1.53856E+12,1538558042112,30
TRUE,75993,2.02,31.2,GPS,1.53871E+12,1538714099976,27
TRUE,115822,9.42,18.5,Glonass,1.53846E+12,1538462433151,10
TRUE,168406,1.57,21.4,Glonass,1.53872E+12,1538716556118,20
TRUE,23876,-0.27,35,Glonass,1.53863E+12,1538625454140,16
TRUE,503968,1.18,21.5,GPS,1.53874E+12,1538741195179,28
TRUE,14405,-0.26,24.7,GPS,1.53872E+12,1538724448081,7
TRUE,27579,0.31,34,GPS,1.53864E+12,1538639431672,28
TRUE,81,0.43,30.1,Glonass,1.53862E+12,1538623556461,10
TRUE,100718,1.02,42.7,GPS,1.53871E+12,1538711890097,3
TRUE,171792,14.76,25,Glonass,1.53872E+12,1538716754120,10
TRUE,26514,1.43,15.8,GPS,1.53871E+12,1538708965124,18
TRUE,351262,12.71,26.5,GPS,1.53873E+12,1538731151670,1
TRUE,97162,-1.15,40.1,Glonass,1.53871E+12,1538711643119,9
TRUE,59252,0,37,GPS,1.53846E+12,1538457058807,22
TRUE,59262,0,32.8,Glonass,1.53846E+12,1538457059836,4
TRUE,160116,-1.59,30.7,Glonass,1.53872E+12,1538715186056,10
TRUE,14367,4.43,16.4,GPS,1.53872E+12,1538717725894,8
TRUE,474005,1.17,35.8,GPS,1.53874E+12,1538737644077,19
TRUE,8679,1.49,15.6,Glonass,1.53842E+12,1538417993617,22
TRUE,72319,7.43,20.8,Glonass,1.53846E+12,1538459316161,15
TRUE,41560,1.2,13.2,Glonass,1.53846E+12,1538457779429,18
TRUE,27909,1.37,35.6,GPS,1.53842E+12,1538419579618,5
TRUE,56980,-11.64,32.6,GPS,1.53873E+12,1538727159122,23
TRUE,12708,-0.83,33.5,Glonass,1.53864E+12,1538639253964,2
TRUE,102898,0.33,32.3,GPS,1.53871E+12,1538711674041,3
TRUE,62760,9.53,22,Glonass,1.53871E+12,1538712733030,11
TRUE,94658,-1.25,43.3,GPS,1.53873E+12,1538730225050,7
TRUE,117727,0.62,13.5,GPS,1.53843E+12,1538426883604,10
TRUE,54799,1.25,30,GPS,1.53842E+12,1538421811612,13
TRUE,103698,-1.03,38.7,Glonass,1.53871E+12,1538712104121,10
TRUE,362617,-7.05,16.4,GPS,1.53873E+12,1538729343078,17
TRUE,412912,0.03,12.3,Glonass,1.53873E+12,1538734265191,23
TRUE,24485,7.49,22.7,Glonass,1.53845E+12,1538453085303,16
TRUE,65866,-0.61,34.1,GPS,1.53846E+12,1538458789145,9
TRUE,189580,-0.27,28.1,Glonass,1.53872E+12,1538716903057,11
TRUE,47540,-0.69,30.1,GPS,1.53871E+12,1538708414037,22
TRUE,4607,9.51,31.1,Glonass,1.53846E+12,1538456404355,15
TRUE,22846,13.46,32.1,Glonass,1.53846E+12,1538456009146,24
TRUE,30875,0.07,38.4,Glonass,1.53873E+12,1538725798047,21
TRUE,8973,-15.6,26,Glonass,1.53863E+12,1538630655250,104
TRUE,26944,-10.07,27.9,GPS,1.53864E+12,1538640379966,23
TRUE,246963,-0.59,16.5,GPS,1.53844E+12,1538440017571,18
TRUE,14151,0.27,28.6,Glonass,1.53864E+12,1538639552147,21
TRUE,13981,-2.15,32.7,Glonass,1.53856E+12,1538559502135,21
TRUE,25301,-1.47,38.1,GPS,1.53871E+12,1538706948018,1
TRUE,78013,-3.48,15.6,GPS,1.53846E+12,1538458242636,26
TRUE,369356,-0.81,16.3,Glonass,1.53873E+12,1538729975079,2
TRUE,28758,1.2,33.1,Glonass,1.53845E+12,1538454987058,6
TRUE,56199,0.27,37.2,GPS,1.53871E+12,1538708750136,23
TRUE,304045,0.45,19.5,GPS,1.53873E+12,1538725739070,27
TRUE,189409,1.43,24.4,Glonass,1.53844E+12,1538435769600,13
TRUE,84705,-0.65,30.5,GPS,1.53871E+12,1538710569044,14
TRUE,125611,-5.97,14,GPS,1.53843E+12,1538428179597,15
TRUE,280145,0.19,14.1,GPS,1.53844E+12,1538441850234,22
TRUE,11953,6.43,25.7,Glonass,1.53845E+12,1538452198993,4
TRUE,222700,13.99,28.9,Glonass,1.53872E+12,1538720324127,22
TRUE,7996,-0.33,28.1,GPS,1.53864E+12,1538638983956,11
TRUE,305026,0.27,20.8,GPS,1.53873E+12,1538725784257,8
TRUE,74920,-0.06,33.4,Glonass,1.53864E+12,1538642669691,2
TRUE,26004,0.43,36.1,GPS,1.53873E+12,1538725481052,8
TRUE,81159,-4.81,20.2,GPS,1.53846E+12,1538458455638,27
TRUE,45463,-0.46,33.1,Glonass,1.53864E+12,1538642379211,12
TRUE,21544,4.28,37.8,GPS,1.53846E+12,1538455162880,22
TRUE,272088,0.27,20.5,GPS,1.53844E+12,1538441384974,20
TRUE,69530,1.93,32.1,GPS,1.53871E+12,1538709680018,6
TRUE,68537,3.11,27.4,GPS,1.53864E+12,1538642264703,8
TRUE,458024,-2.46,15.6,GPS,1.53874E+12,1538743153275,12
TRUE,6380,0,31.2,Glonass,1.53845E+12,1538454078153,4
TRUE,125981,-2.64,26.8,Glonass,1.53846E+12,1538463746802,105
TRUE,64182,-1.15,41.8,Glonass,1.53871E+12,1538709301117,9
TRUE,31713,13.6,42.6,GPS,1.53846E+12,1538456587137,7
TRUE,80248,1.42,33.8,GPS,1.53871E+12,1538710300024,31
TRUE,129736,1.1,15.8,GPS,1.53843E+12,1538429488595,10
TRUE,87250,-0.77,17.9,Glonass,1.53872E+12,1538715238512,19
TRUE,8288,-0.5,30.3,GPS,1.53872E+12,1538720552102,7
TRUE,504495,-0.47,18.7,Glonass,1.53874E+12,1538741278156,15
TRUE,42741,1.14,19.8,Glonass,1.53846E+12,1538457882436,7
TRUE,86923,-3.59,41,GPS,1.53865E+12,1538645957183,13
TRUE,4018,-8.21,20.9,Glonass,1.53863E+12,1538630003205,93
TRUE,118827,-0.12,37.7,GPS,1.53865E+12,1538645999636,11
TRUE,120720,-0.05,25.8,Glonass,1.53846E+12,1538459971242,18
TRUE,12625,-0.7,24.6,GPS,1.53863E+12,1538630952143,23
TRUE,8484,13.68,35.9,Glonass,1.53846E+12,1538455268715,4
TRUE,68543,-6.8,21.3,GPS,1.53864E+12,1538643971174,7
TRUE,42679,1.75,24.2,GPS,1.53846E+12,1538455973779,7
TRUE,18787,-3.83,21.1,GPS,1.53863E+12,1538632060128,16
TRUE,57816,-2.93,28.7,Glonass,1.53864E+12,1538643197179,1
TRUE,46778,-8.51,27.8,GPS,1.53873E+12,1538726347091,28
TRUE,29620,0.27,34.2,GPS,1.53871E+12,1538706937082,26
TRUE,24808,0.35,19.9,Glonass,1.53863E+12,1538631694932,11
TRUE,108782,1.19,33.8,Glonass,1.53871E+12,1538712040034,8
TRUE,64101,1.96,27,GPS,1.53871E+12,1538712844181,16
TRUE,143118,1.17,17.2,Glonass,1.53843E+12,1538431540590,12
TRUE,12000,1.31,28.1,GPS,1.53842E+12,1538418286597,13
TRUE,352191,-0.6,16.1,Glonass,1.53873E+12,1538728318117,11
TRUE,22988,-0.85,27.7,GPS,1.53864E+12,1538640370138,5
TRUE,342909,11.44,21.1,GPS,1.53873E+12,1538729811125,7
TRUE,76103,1.59,12.5,GPS,1.53842E+12,1538423444631,29
TRUE,460360,-1.54,12,Glonass,1.53874E+12,1538743566184,18
TRUE,32329,0.39,40.1,GPS,1.53872E+12,1538722699095,30
TRUE,20524,-0.21,32.7,Glonass,1.53872E+12,1538724783116,2
TRUE,24373,0.2,23,GPS,1.53856E+12,1538559005942,17
TRUE,391914,-0.65,10.1,Glonass,1.53873E+12,1538732245192,11
TRUE,3500,5.63,28.9,GPS,1.53846E+12,1538462593440,16
TRUE,212666,2.44,29.7,GPS,1.53872E+12,1538718238069,7
TRUE,11730,-1.83,15.2,GPS,1.53846E+12,1538457880259,8
TRUE,90883,4.28,42.1,GPS,1.53846E+12,1538460659319,3
TRUE,71540,6.07,42.9,GPS,1.53873E+12,1538728751058,7
TRUE,15978,0.2,28.5,GPS,1.53856E+12,1538558458952,1
TRUE,36626,-2.4,23.4,GPS,1.53864E+12,1538637491949,5
TRUE,4219,1.8,25.5,GPS,1.53856E+12,1538557831135,15
TRUE,7667,0,33.9,GPS,1.53856E+12,1538557925943,1
TRUE,58754,0,27.3,GPS,1.53846E+12,1538457023790,8
TRUE,19488,0,36.7,GPS,1.53845E+12,1538452781542,26
TRUE,142906,-1.2,31.1,Glonass,1.53871E+12,1538714174046,11
TRUE,16229,0.26,23,GPS,1.53871E+12,1538708260398,26
TRUE,66426,0,29.2,GPS,1.53846E+12,1538457526813,26
TRUE,92694,-1.25,32.5,GPS,1.53873E+12,1538730105053,19
TRUE,343,0.1,23.2,GPS,1.53864E+12,1538638423097,11
TRUE,39394,-2.53,34.3,GPS,1.53846E+12,1538457484970,3
TRUE,6702,0.43,33.8,GPS,1.53872E+12,1538724030051,28
TRUE,218405,-0.63,15.4,GPS,1.53844E+12,1538438148577,14
TRUE,15256,-1.47,35.9,GPS,1.53871E+12,1538706331020,23
TRUE,71322,7.43,43.5,Glonass,1.53846E+12,1538459243174,5
TRUE,224107,-22.38,25.5,GPS,1.53872E+12,1538719108399,7
TRUE,173977,-7.48,18.2,GPS,1.53872E+12,1538716012064,30
TRUE,178336,-0.53,27.1,Glonass,1.53872E+12,1538716254056,11
TRUE,30935,2.83,11.9,Glonass,1.53872E+12,1538721752178,10
TRUE,430353,-0.65,20.7,GPS,1.53874E+12,1538741693185,12
TRUE,6053,1.3,14.9,Glonass,1.53842E+12,1538417790605,23
TRUE,173263,-0.62,21.4,GPS,1.53843E+12,1538434523610,32
TRUE,76623,0.14,31.1,GPS,1.53871E+12,1538710085045,6
TRUE,30413,0.54,25,GPS,1.53863E+12,1538632017935,30
TRUE,50693,-0.79,38.2,GPS,1.53864E+12,1538642726191,28
TRUE,12395,-1.99,24,Glonass,1.53846E+12,1538456980543,15
TRUE,201578,-12.72,29.5,GPS,1.53872E+12,1538718773648,24
TRUE,538925,1.41,11.3,GPS,1.53875E+12,1538746619072,24
TRUE,257626,13.19,22.1,Glonass,1.53872E+12,1538723047120,22
TRUE,11940,1.7,32.7,GPS,1.53856E+12,1538559359117,17
TRUE,29395,8.86,12.2,Glonass,1.53863E+12,1538625898123,7
TRUE,16564,0.27,32.5,Glonass,1.53864E+12,1538639708135,2
TRUE,90421,8.4,26.2,Glonass,1.53865E+12,1538646098180,93
TRUE,35534,0,35.8,Glonass,1.53856E+12,1538559954140,11
TRUE,238833,-0.78,18.5,GPS,1.53844E+12,1538439600543,14
TRUE,106544,0.15,34.1,GPS,1.53871E+12,1538711902035,3
TRUE,95531,-6.2,31.1,Glonass,1.53873E+12,1538730311032,3
TRUE,86657,-11.85,38.4,GPS,1.53846E+12,1538460410143,11
TRUE,188351,1.32,22.8,Glonass,1.53844E+12,1538435698609,12
TRUE,28003,1.34,39.6,GPS,1.53845E+12,1538453335088,26
TRUE,86725,-29.55,15.2,GPS,1.53864E+12,1538644025976,15
TRUE,392322,-1.72,11.9,GPS,1.53873E+12,1538732309092,28
TRUE,7576,-1.75,33.6,Glonass,1.53863E+12,1538631251143,11
TRUE,57753,0.02,45.8,GPS,1.53846E+12,1538455455937,3
TRUE,34361,-3.32,36.3,Glonass,1.53864E+12,1538641741180,10
TRUE,77013,0.52,32.6,GPS,1.53871E+12,1538710196110,7
TRUE,18163,-1.57,27.7,Glonass,1.53871E+12,1538706517021,11
TRUE,61075,0.16,28.4,GPS,1.53864E+12,1538642405995,1
TRUE,207245,-0.75,22.5,GPS,1.53844E+12,1538437206543,32
TRUE,39363,19.34,34.8,Glonass,1.53845E+12,1538454160770,4
TRUE,58148,-0.61,30.5,GPS,1.53846E+12,1538458281136,27
TRUE,64380,0,28.7,GPS,1.53846E+12,1538455968421,16
TRUE,53138,1.89,19,Glonass,1.53871E+12,1538708775052,6
TRUE,291244,-0.33,27.4,GPS,1.53873E+12,1538725142066,23
TRUE,16713,-0.52,40.3,GPS,1.53846E+12,1538455596145,8
TRUE,244085,14.83,22.5,Glonass,1.53872E+12,1538722087111,11
TRUE,293561,13.21,17.9,Glonass,1.53873E+12,1538725424096,11
TRUE,498912,-1.13,28.1,Glonass,1.53875E+12,1538751229171,2
TRUE,559712,1.01,23.9,GPS,1.53875E+12,1538749889102,6
TRUE,330099,13.32,15.6,Glonass,1.53873E+12,1538728283126,3
TRUE,44358,-0.52,34.4,Glonass,1.53871E+12,1538708184042,7
TRUE,558012,0.98,21.8,GPS,1.53875E+12,1538749622105,6
TRUE,16838,-0.21,26,Glonass,1.53872E+12,1538724586089,3
TRUE,499,0.49,22.5,GPS,1.53845E+12,1538453386436,9
TRUE,587919,-0.09,10.9,Glonass,1.53875E+12,1538754151141,14
TRUE,87015,1.56,29.4,GPS,1.53842E+12,1538424281628,15
TRUE,5155,-3.78,12.9,GPS,1.53843E+12,1538429932116,8
TRUE,5708,-0.8,27.1,Glonass,1.53864E+12,1538639019182,20
TRUE,197407,1.4,13.4,Glonass,1.53844E+12,1538436421614,17
TRUE,499263,-1.57,17.8,Glonass,1.53875E+12,1538751288311,17
TRUE,5631,-0.8,31.3,Glonass,1.53862E+12,1538624103122,5
TRUE,10782,0.6,39.6,GPS,1.53846E+12,1538455301655,26
TRUE,279533,2.44,28.8,GPS,1.53872E+12,1538724400078,7
TRUE,45808,8.85,17.7,Glonass,1.53846E+12,1538456171802,16
TRUE,4300,-1.13,40,GPS,1.53862E+12,1538624499925,22
TRUE,79292,0,28.7,Glonass,1.53873E+12,1538728537114,23
TRUE,16950,0.74,20,Glonass,1.53864E+12,1538638779674,20
TRUE,23304,4.28,39.1,GPS,1.53846E+12,1538455290885,23
TRUE,55500,-0.79,26.9,GPS,1.53864E+12,1538643038180,19
TRUE,15671,-0.41,21.7,Glonass,1.53856E+12,1538558441943,20
TRUE,543097,1.3,17.3,GPS,1.53875E+12,1538747265101,12
TRUE,402162,0,34.7,Glonass,1.53874E+12,1538737518208,17
TRUE,100165,1.02,35.9,GPS,1.53871E+12,1538711849127,16
TRUE,40043,-0.69,39.4,GPS,1.53871E+12,1538707867018,23
TRUE,3493,-0.1,35.5,GPS,1.53862E+12,1538623960131,16
TRUE,74793,0.61,26.1,Glonass,1.53846E+12,1538458046654,9
TRUE,525490,-0.18,34.2,GPS,1.53876E+12,1538755315284,6
TRUE,16314,20.2,26,Glonass,1.53863E+12,1538625407925,9
TRUE,96946,4.28,38.5,GPS,1.53846E+12,1538461102197,8
TRUE,11696,5.66,32.5,Glonass,1.53845E+12,1538452174273,14
TRUE,187092,1.73,15,Glonass,1.53872E+12,1538717710105,20
TRUE,63596,8.25,29.2,Glonass,1.53873E+12,1538728182047,3
TRUE,101432,2.18,25.2,GPS,1.53846E+12,1538461455162,8
TRUE,338779,-1.35,25.2,GPS,1.53873E+12,1538727456080,13
TRUE,2316,3.61,34.8,GPS,1.53856E+12,1538557639076,30
TRUE,4715,-0.33,33.1,GPS,1.53864E+12,1538638768967,11
TRUE,29327,-1.47,32.6,GPS,1.53871E+12,1538707186034,18
TRUE,35274,-0.61,41.6,GPS,1.53846E+12,1538456841152,3
TRUE,147109,-0.5,21.4,Glonass,1.53872E+12,1538715292103,20
TRUE,376262,0,28.5,GPS,1.53874E+12,1538735629194,19
TRUE,28391,1.34,32.7,GPS,1.53845E+12,1538453365032,16
TRUE,393954,-1.56,20.9,GPS,1.53873E+12,1538732520015,15
TRUE,4639,1.7,37.8,GPS,1.53856E+12,1538558876118,7
TRUE,169879,-0.67,23.9,GPS,1.53872E+12,1538716634179,22
TRUE,4855,-0.17,38.2,GPS,1.53845E+12,1538450051200,23
TRUE,72355,7.24,28.9,Glonass,1.53846E+12,1538456449107,16
TRUE,401882,0,35.8,Glonass,1.53874E+12,1538737498203,17
TRUE,3473,1.28,33.2,GPS,1.53872E+12,1538723791061,27
TRUE,349627,-0.07,27.8,GPS,1.53845E+12,1538446694044,14
TRUE,146754,17.09,18.6,Glonass,1.53871E+12,1538714423055,7
TRUE,26231,0.39,30.9,GPS,1.53872E+12,1538722155098,8
TRUE,312564,-0.43,17.2,GPS,1.53844E+12,1538443966013,32
TRUE,12178,-0.23,22.4,Glonass,1.53863E+12,1538630843951,10
TRUE,43214,0.89,40.1,GPS,1.53864E+12,1538642254191,8
TRUE,531425,-0.18,14.2,Glonass,1.53875E+12,1538745426173,14
TRUE,8933,-0.69,32.3,Glonass,1.53864E+12,1538639196194,22
TRUE,161591,-3.46,22.6,Glonass,1.53872E+12,1538715265062,9
TRUE,16915,0,40.5,Glonass,1.53862E+12,1538624944149,10
TRUE,418404,-2.3,17.9,GPS,1.53873E+12,1538734434613,13
TRUE,232493,15.69,13.1,Glonass,1.53872E+12,1538721188097,1
TRUE,59537,-1.22,37.3,GPS,1.53864E+12,1538641702693,18
TRUE,61953,-1.22,26.1,GPS,1.53864E+12,1538641859712,28
TRUE,54701,-2.11,31.3,Glonass,1.53864E+12,1538642263160,12
TRUE,351123,-1.46,21.8,GPS,1.53873E+12,1538728234074,11
TRUE,96612,-10.67,38.8,GPS,1.53865E+12,1538646349184,10
TRUE,92683,0.07,24.7,Glonass,1.53864E+12,1538643784673,10
TRUE,407529,-1.46,15.8,GPS,1.53873E+12,1538734104198,17
TRUE,9922,1.4,28.1,Glonass,1.53864E+12,1538640285149,22
TRUE,28569,11.19,36.8,Glonass,1.53846E+12,1538456359156,4
TRUE,116511,-8.16,28.9,GPS,1.53846E+12,1538462476157,28
TRUE,18963,11.8,25.2,GPS,1.53846E+12,1538455894600,8
TRUE,42887,-0.6,19.9,Glonass,1.53871E+12,1538711026174,6
TRUE,331425,5.39,28.6,Glonass,1.53873E+12,1538727068067,23
TRUE,36640,0.11,33.7,GPS,1.53872E+12,1538723063092,27
TRUE,216095,12.89,7.7,Glonass,1.53872E+12,1538719732127,1
TRUE,113523,2.87,31.7,GPS,1.53873E+12,1538730690120,11
TRUE,7445,0.37,24.5,Glonass,1.53845E+12,1538453482271,4
TRUE,18667,2.18,36,GPS,1.53872E+12,1538721049071,1
TRUE,9715,-0.56,26.4,Glonass,1.53856E+12,1538558178126,11
TRUE,24503,-0.53,29.2,Glonass,1.53864E+12,1538640223967,2
TRUE,2121,-2.07,33.1,Glonass,1.53872E+12,1538720115108,8
TRUE,3757,0.52,42.9,GPS,1.53845E+12,1538454955725,26
TRUE,385378,-1.67,20.8,GPS,1.53873E+12,1538731426077,8
TRUE,151166,19.13,21.2,GPS,1.53871E+12,1538714694050,3
TRUE,586455,1.3,15.7,GPS,1.53875E+12,1538753921110,25
TRUE,11138,-2.47,17.4,GPS,1.53846E+12,1538457834272,27
TRUE,288544,-1.68,14.7,Glonass,1.53873E+12,1538725016063,1
TRUE,12044,-0.27,35.5,GPS,1.53864E+12,1538640411191,11
TRUE,260244,13.27,29,GPS,1.53872E+12,1538723215117,27
TRUE,149671,15.5,29.3,GPS,1.53871E+12,1538714606073,7
TRUE,24284,0,37.9,Glonass,1.53856E+12,1538559167114,21
TRUE,61084,-0.34,43.4,Glonass,1.53864E+12,1538642406968,10
TRUE,381547,-0.16,23.1,Glonass,1.53874E+12,1538735979230,13
TRUE,205034,-0.14,16,GPS,1.53872E+12,1538717789039,16
TRUE,5600,0.16,37.5,GPS,1.53864E+12,1538639052143,30
TRUE,17119,-3.28,23.7,GPS,1.53863E+12,1538632257639,24
TRUE,49843,1.15,31,Glonass,1.53871E+12,1538708592024,7
TRUE,101042,4.39,32.9,GPS,1.53873E+12,1538730716042,1
TRUE,402044,-1.62,19,GPS,1.53873E+12,1538733542056,19
TRUE,89903,3.11,25.7,GPS,1.53864E+12,1538643606662,13
TRUE,216482,-10.29,29.3,GPS,1.53872E+12,1538719753097,26
TRUE,9178,9.36,37.9,Glonass,1.53846E+12,1538455122151,4
TRUE,404612,-0.9,13.9,GPS,1.53873E+12,1538733913191,13
TRUE,3932,-7.95,18.2,Glonass,1.53863E+12,1538629931136,10
TRUE,25232,-0.26,29.1,GPS,1.53873E+12,1538725052114,27
TRUE,37948,22.43,35.9,Glonass,1.53856E+12,1538560121104,21
TRUE,392,0.22,30.5,Glonass,1.53853E+12,1538525839061,20
TRUE,17380,0.72,27.7,GPS,1.53845E+12,1538454184183,14
TRUE,276591,13.1,16.9,GPS,1.53872E+12,1538724287124,28
TRUE,5514,-34.07,29.9,GPS,1.53863E+12,1538630230222,29
TRUE,540492,1.36,21.4,GPS,1.53875E+12,1538746867077,28
TRUE,39922,22.36,30.7,Glonass,1.53856E+12,1538560262121,10
TRUE,15283,-0.5,23.9,GPS,1.53872E+12,1538721148089,16
TRUE,26871,-13.72,18.7,GPS,1.53846E+12,1538456704802,9
TRUE,134921,-0.18,30.1,GPS,1.53843E+12,1538430168592,15
TRUE,21298,-0.21,28.7,Glonass,1.53872E+12,1538724828107,3
TRUE,10184,0,25,GPS,1.53856E+12,1538558071959,18
TRUE,349445,-1.62,21.8,GPS,1.53873E+12,1538728103074,11
TRUE,505525,1.12,28.1,GPS,1.53874E+12,1538741440205,3
TRUE,43017,-1.38,13.7,GPS,1.53846E+12,1538457747513,26
TRUE,547758,-0.7,12,Glonass,1.53875E+12,1538747956152,15
TRUE,34913,10.68,28.1,Glonass,1.53872E+12,1538722101050,1
TRUE,29942,-1.33,22.2,GPS,1.53863E+12,1538632236147,28
TRUE,299205,13.39,21.9,Glonass,1.53873E+12,1538725804085,11
TRUE,2412,-1.34,27.3,Glonass,1.53856E+12,1538557648049,8
TRUE,39891,-1.33,22.7,Glonass,1.53871E+12,1538710665154,11
TRUE,26462,-0.9,32.8,GPS,1.53871E+12,1538709227058,16
TRUE,89316,1.16,15.8,GPS,1.53842E+12,1538424451561,29
TRUE,908,-1.34,24.5,Glonass,1.53856E+12,1538557538047,22
TRUE,50343,7.43,30,Glonass,1.53846E+12,1538457808162,24
TRUE,11316,1.57,30.5,Glonass,1.53846E+12,1538455337641,15
TRUE,23124,8.76,31.2,GPS,1.53845E+12,1538452980648,1
TRUE,117859,-8.01,42.9,GPS,1.53865E+12,1538645957635,9
TRUE,56193,-1.15,38.7,GPS,1.53864E+12,1538641474693,11
TRUE,41997,0.14,13.9,GPS,1.53846E+12,1538457813401,3
TRUE,210317,12.52,30.7,Glonass,1.53872E+12,1538719410151,11
TRUE,82595,4.02,25,GPS,1.53846E+12,1538457116475,22
TRUE,413933,-1.29,14.9,GPS,1.53873E+12,1538734296136,28
TRUE,72690,0.22,31,GPS,1.53846E+12,1538457926658,8
TRUE,54346,-15.4,35.1,GPS,1.53873E+12,1538727009106,9
TRUE,24483,-0.86,24.3,GPS,1.53863E+12,1538631822149,30
TRUE,183683,3.53,25.2,GPS,1.53872E+12,1538717501128,27
TRUE,36090,1.34,31.4,GPS,1.53845E+12,1538453920776,3
TRUE,37380,19.34,28.5,Glonass,1.53845E+12,1538454031740,6
TRUE,427039,1.86,30.3,GPS,1.53874E+12,1538735058125,11
TRUE,72421,-2.59,27.9,Glonass,1.53864E+12,1538643117974,1
TRUE,25592,0.39,35.9,GPS,1.53872E+12,1538722098101,28
